1.533,11.647,1
2.7342,9.5877,1
7.4712,7.184,1
3.2114,10.538,1
1.055,12.261,1
3.2189,10.097,1
5.1782,14.851,1
5.963,13.644,1
7.4084,8.196,1
1.6605,10.875,1
-0.28693,14.972,1
1.5133,11.51,1
1.7664,10.903,1
2.8646,10.306,1
6.46,10.969,1
6.2782,12.554,1
6.9222,10.571,1
-1.468,11.992,1
2.1089,9.3,1
-0.14269,13.689,1
5.6737,14.191,1
6.9521,9.9625,1
2.3269,8.4695,1
2.9505,9.6205,1
-0.93111,13.377,1
5.4994,14.419,1
4.226,12.9,1
6.8837,10.274,1
5.2317,14.302,1
7.4936,7.7976,1
1.2453,12.325,1
7.1186,9.0296,1
5.7072,13.716,1
2.3152,8.2874,1
4.5851,14.026,1
7.292,8.6739,1
0.14533,14.237,1
1.4035,12.665,1
-2.1139,9.068,1
-0.67226,13.05,1
0.44156,13.051,1
4.5038,13.281,1
1.6029,11.672,1
6.8538,10.234,1
-1.5125,11.275,1
-1.7353,10.73,1
-1.7218,11.201,1
4.4031,12.934,1
2.0084,10.403,1
3.9617,13.027,1
-1.4929,11.877,1
2.0399,10.008,1
1.159,12.334,1
2.1322,9.4945,1
-1.4717,11.522,1
4.9887,13.89,1
2.5926,8.3357,1
1.6306,10.955,1
6.7362,12.29,1
-0.85924,12.716,1
7.1972,8.9827,1
1.7082,12.174,1
1.8631,10.275,1
0.047493,14.651,1
6.1142,13.095,1
5.415,13.122,1
5.6191,13.034,1
1.033,12.593,1
5.5019,14.21,1
5.7054,14.308,1
1.3076,12.234,1
6.4627,11.88,1
2.8704,9.4965,1
6.5745,11.762,1
1.2377,11.921,1
7.315,8.3237,1
6.421,12.088,1
2.9318,9.8271,1
-0.077201,14.253,1
1.5871,10.992,1
-0.44711,13.419,1
1.3792,11.656,1
-1.6368,11.182,1
-2.4652,8.162,1
2.9242,9.6934,1
5.347,13.688,1
2.4432,8.0666,1
0.42199,13.667,1
-1.014,12.351,1
7.3946,8.8433,1
1.9029,10.149,1
0.85557,13.382,1
6.6553,10.821,1
1.3957,12.192,1
-1.0438,13.23,1
1.029,13.617,1
1.8592,10.475,1
4.3495,13.488,1
-1.5821,11.563,1
-2.2316,9.263,1
-2.4536,8.0406,1
5.4706,14.085,1
7.4485,7.823,1
-2.0773,9.8758,1
4.1921,13.726,1
3.7583,12.656,1
7.1781,9.3154,1
1.5214,11.962,1
1.699,11.929,1
-2.2275,8.7101,1
7.0294,9.2959,1
6.0664,13.205,1
5.6519,12.913,1
6.676,11.462,1
3.5538,12.533,1
5.1231,13.977,1
-0.38919,13.68,1
6.559,11.449,1
1.8715,9.8199,1
-0.7362,13.182,1
6.3315,11.88,1
3.5153,11.655,1
2.537,8.4161,1
-2.1234,10.083,1
3.9798,12.456,1
5.2969,13.164,1
-1.404,12.422,1
0.20896,13.996,1
6.9042,10.658,1
2.9944,10.195,1
-1.413,11.454,1
1.3177,12.389,1
2.3194,9.9967,1
-2.4511,7.6861,1
1.1657,12.599,1
1.1109,13.075,1
-1.3282,12.216,1
1.4289,11.804,1
-0.39947,13.854,1
-1.015,13.751,1
6.7627,10.486,1
-0.68365,13.065,1
-2.3496,8.3508,1
4.0055,13.027,1
5.8392,13.469,1
6.8037,10.963,1
-0.35819,13.571,1
6.387,12.214,1
1.4462,11.911,1
-1.9431,9.9318,1
-0.48904,13.595,1
0.67637,13.442,1
3.9614,12.786,1
3.3426,10.52,1
2.4221,8.6379,1
5.269,13.582,1
-1.8173,10.34,1
1.3353,12.485,1
0.855,13.619,1
5.3256,13.707,1
4.9625,13.88,1
1.7148,10.669,1
5.0944,13.942,1
4.5929,14.106,1
7.0415,9.356,1
4.857,14.513,1
5.462,14.781,1
4.6663,13.891,1
1.2447,12.482,1
7.0637,10.516,1
6.4274,11.536,1
6.1243,12.485,1
4.6929,13.775,1
6.2645,12.015,1
1.4166,12.036,1
-1.0634,12.47,1
6.8399,10.195,1
4.2144,14.323,1
0.19957,13.799,1
-0.23933,13.299,1
-0.32973,14.547,1
1.2984,13.104,1
2.8001,8.9956,1
-0.14987,14.46,1
-2.301,8.3336,1
5.7072,12.936,1
-1.2509,11.905,1
5.8309,13.298,1
0.094269,13.369,1
0.50413,12.951,1
4.4271,14.38,1
6.7863,10.874,1
-0.92792,13.452,1
1.5471,12.832,1
-0.035428,14.579,1
5.0984,14.437,1
3.9666,12.896,1
-1.3212,13.316,1
0.42928,13.797,1
-2.3144,8.7181,1
1.135,12.481,1
5.5598,14.288,1
5.8662,13.31,1
0.33264,13.781,1
0.24371,13.267,1
6.9562,10.759,1
6.6595,11.118,1
2.3269,8.8561,1
1.5502,11.424,1
-1.8792,10.782,1
1.0238,12.338,1
2.5253,7.0247,1
-0.023831,13.811,1
3.9262,13.225,1
1.6209,11.165,1
-1.0327,12.632,1
2.1816,9.0202,1
4.4365,13.629,1
0.83546,13.448,1
6.8317,10.673,1
3.0419,11.02,1
0.62677,13.321,1
-1.3365,12.962,1
-2.3699,7.8361,1
5.0582,14.566,1
